label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
DoorDeco_04764;fish doorplate;fish doorplate;Fischtürschild;placa pez;placa pez;plaque poisson;plaque poisson;targa da porta pesce;visdeurplaatje;鱼儿门牌;魚兒門牌;おサカナのドアプレート;물고기 문패;декоративная рыбка
DoorDeco_05309;heart doorplate;heart doorplate;Herztürschild;placa corazón;placa corazón;plaque cœur;plaque cœur;targa da porta cuore;hartendeurplaatje;爱心门牌;愛心門牌;ハートなドアプレート;하트 문패;табличка-сердечко
DoorDeco_05310;spider doorplate;spider doorplate;Spinnentürschild;placa telaraña;placa telaraña;plaque toile d'araignée;plaque toile d'araignée;targa da porta ragnatela;spinnendeurplaatje;蜘蛛门牌;蜘蛛門牌;スパイダーなドアプレート;거미 문패;табличка с пауком
DoorDeco_05436;windflower wreath;windflower wreath;Anemonentürkranz;corona anémona;corona anémonas;couronne anémones;couronne anémones;ghirlanda anemoni;anemonenkrans;银莲花花环;銀蓮花花圈;アネモネのリース;아네모네 리스;венок с ветреницами
DoorDeco_05437;rose wreath;rose wreath;Rosentürkranz;corona rosa;corona rosas;couronne roses;couronne roses;ghirlanda rose;rozenkrans;玫瑰花环;玫瑰花圈;バラのリース;장미 리스;венок с розами
DoorDeco_05466;pansy wreath;pansy wreath;Veilchentürkranz;corona viola;corona violas;couronne pensées;couronne pensées;ghirlanda viole;viooltjeskrans;三色堇花环;三色堇花圈;パンジーのリース;팬지 리스;венок с фиалками
DoorDeco_05467;mum wreath;mum wreath;Chrysanthementürkranz;corona crisantemo;corona crisantemos;couronne chrysanthèmes;couronne chrysanthèmes;ghirlanda crisantemi;chrysantenkrans;菊花花环;菊花花圈;キクのリース;국화 리스;венок с хризантемами
DoorDeco_05468;hyacinth wreath;hyacinth wreath;Hyazinthentürkranz;corona jacinto;corona jacintos;couronne jacinthes;couronne jacinthes;ghirlanda giacinti;hyacintenkrans;风信子花环;風信子花圈;ヒヤシンスのリース;히아신스 리스;венок с гиацинтами
DoorDeco_05641;lily wreath;lily wreath;Lilientürkranz;corona lirio;corona lirios;couronne lys;couronne lys;ghirlanda gigli;leliekrans;百合花环;百合花圈;ユリのリース;백합 리스;венок с лилиями
DoorDeco_05670;tulip wreath;tulip wreath;Tulpentürkranz;corona tulipán;corona tulipanes;couronne tulipes;couronne tulipes;ghirlanda tulipani;tulpenkrans;郁金香花环;鬱金香花圈;チューリップのリース;튤립 리스;венок с тюльпанами
DoorDeco_05677;fancy lily wreath;fancy lily wreath;Prachtlilientürkranz;corona lirio pomposa;corona lirios lujosa;couronne lys élégante;couronne lys élégante;ghirlanda gigli sbarazzina;luxe leliekrans;精美百合花环;精美百合花圈;ファンシーなユリのリース;팬시 백합 리스;шикарн. венок с лилиями
DoorDeco_05716;paw-print doorplate;paw-print doorplate;Pfotenabdrucktürschild;placa huella animal;placa huella animal;plaque patte de chien;plaque patte de chien;targa da porta zampina;pootafdrukdeurplaatje;肉球门牌;肉球門牌;にくきゅうのドアプレート;발바닥 문패;декоративный отпечаток
DoorDeco_05717;crest doorplate;crest doorplate;Wappentürschild;placa escudo de armas;placa escudo de armas;plaque blason;plaque blason;targa da porta stemma;schildwapendeurplaatje;纹章门牌;徽章門牌;エンブレムなドアプレート;엠블럼 문패;герб
DoorDeco_05718;timber doorplate;timber doorplate;Holztürschild;placa de leña;placa de leña;plaque bûche;plaque bûche;targa da porta ciocco;deurplaatje;原木门牌;原木門牌;ログなドアプレート;통나무 문패;табличка-срез
DoorDeco_05719;fossil doorplate;fossil doorplate;Fossilientürschild;placa fósil;placa fósil;plaque fossile;plaque fossile;targa da porta fossile;fossieldeurplaatje;化石门牌;化石門牌;かせきのドアプレート;화석 문패;декоративный аммонит
DoorDeco_05745;pretty cosmos wreath;pretty cosmos wreath;Buntcosmeentürkranz;corona cosmos adorable;corona cosmos adorable;jolie couronne cosmos;jolie couronne cosmos;ghirlanda cosmee carina;fraaie cosmeakrans;可爱波斯菊花环;可愛波斯菊花圈;キュートなコスモスのリース;큐트 코스모스 리스;дивный венок с космеями
DoorDeco_05746;cool windflower wreath;cool windflower wreath;Buntanemonentürkranz;corona anémona refinada;corona anémonas atrevida;couronne anémone raffinée;couronne anémones fraiche;ghirlanda anemoni spavalda;toffe anemonenkrans;清新银莲花花环;清新銀蓮花花圈;クールなアネモネのリース;쿨 아네모네 리스;ярк. венок с ветреницами
DoorDeco_05747;fancy rose wreath;fancy rose wreath;Prachtrosentürkranz;corona rosa pomposa;corona rosas lujosa;couronne rose élégante;couronne roses élégante;ghirlanda rose sbarazzina;luxe rozenkrans;精美玫瑰花环;精美玫瑰花圈;ファンシーなバラのリース;팬시 장미 리스;шикарный венок с розами
DoorDeco_05748;snazzy pansy wreath;snazzy pansy wreath;Schickveilchentürkranz;corona viola vistosa;corona violas vistosa;couronne pensée pimpante;couronne pensées pimpante;ghirlanda viole sgargiante;opvallende viooltjeskrans;华丽三色堇花环;繽紛三色堇花圈;ポップなパンジーのリース;팝 팬지 리스;броск. венок с фиалками
DoorDeco_05749;fancy mum wreath;fancy mum wreath;Edelchrysanth.-Türkranz;corona crisantemo pomposa;corona crisantemos lujosa;couronne chrys. élégante;couronne chrys. élégante;ghirl. crisantemi sbarazzina;luxe chrysantenkrans;精美菊花花环;精美菊花花圈;ファンシーなキクのリース;팬시 국화 리스;шик. венок с хризантемами
DoorDeco_05750;cool hyacinth wreath;cool hyacinth wreath;Bunthyazinthentürkranz;corona jacinto refinada;corona jacintos atrevida;couronne jacinthe raffinée;couronne jacinthes fraiche;ghirlanda giacinti spavalda;toffe hyacintenkrans;清新风信子花环;清新風信子花圈;クールなヒヤシンスのリース;쿨 히아신스 리스;ярк. венок с гиацинтами
DoorDeco_05751;pretty tulip wreath;pretty tulip wreath;Bunttulpentürkranz;corona tulipán adorable;corona tulipanes adorable;jolie couronne tulipe;jolie couronne tulipes;ghirlanda tulipani carina;fraaie tulpenkrans;可爱郁金香花环;可愛鬱金香花圈;キュートなチューリップのリース;큐트 튤립 리스;дивн. венок с тюльпанами
DoorDeco_05764;chic cosmos wreath;chic cosmos wreath;Edelcosmeentürkranz;corona cosmos negro;corona cosmos chic;couronne cosmos chic;couronne cosmos chic;ghirlanda cosmee chic;chique cosmeakrans;典雅波斯菊花环;典雅波斯菊花圈;シックなコスモスのリース;시크 코스모스 리스;диво-венок с космеями
DoorDeco_05765;chic windflower wreath;chic windflower wreath;Edelanemonentürkranz;corona anémona violeta;corona anémonas chic;couronne anémones chic;couronne anémones chic;ghirlanda anemoni chic;chique anemonenkrans;典雅银莲花花环;典雅銀蓮花花圈;シックなアネモネのリース;시크 아네모네 리스;диво-венок с ветреницами
DoorDeco_05766;dark rose wreath;dark rose wreath;Dunkelrosentürkranz;corona rosa oscura;corona rosas oscuras;couronne roses sombre;couronne roses sombre;ghirlanda rose cupa;donkere-rozenkrans;深色玫瑰花环;深色玫瑰花圈;ダークなバラのリース;다크 장미 리스;венок с темными розами
DoorDeco_05767;cool pansy wreath;cool pansy wreath;Buntveilchentürkranz;corona viola violeta;corona violas atrevida;couronne pensée raffinée;couronne pensées fraiche;ghirlanda viole spavalda;toffe viooltjeskrans;清新三色堇花环;清新三色堇花圈;クールなパンジーのリース;쿨 팬지 리스;яркий венок с фиалками
DoorDeco_05768;natural mum wreath;natural mum wreath;Grünchrysanth.-Türkranz;corona crisantemo verde;corona crisantemos verdes;cour. chrysanthèmes nature;cour. chrysanthèmes nature;ghirl. crisantemi naturale;natuurlijke chrysantenkrans;自然风菊花花环;自然風菊花花圈;ナチュラルなキクのリース;내추럴 국화 리스;зел. венок с хризантемами
DoorDeco_05769;purple hyacinth wreath;purple hyacinth wreath;Purpurhyazinthentürkranz;corona jacinto violeta;corona jacintos morados;couronne jacinthes mauves;couronne jacinthes mauves;ghirlanda giacinti viola;paarse-hyacintenkrans;紫色风信子花环;紫色風信子花圈;むらさきのヒヤシンスのリース;보라색 히아신스 리스;фиол. венок с гиацинтами
DoorDeco_05770;dark lily wreath;dark lily wreath;Dunkellilientürkranz;corona lirio negro;corona lirios gótica;couronne lys sombre;couronne lys sombre;ghirlanda gigli cupa;donkere-leliekrans;深色百合花环;深色百合花圈;ダークなユリのリース;다크 백합 리스;темный венок с лилиями
DoorDeco_05771;dark tulip wreath;dark tulip wreath;Römertulpentürkranz;corona tulipán negro;corona tulipanes gótica;couronne tulipes sombre;couronne tulipes sombre;ghirlanda tulipani cupa;donkere-tulpenkrans;深色郁金香花环;深色鬱金香花圈;ダークなチューリップのリース;다크 튤립 리스;темн. венок с тюльпанами
DoorDeco_05772;blue rose wreath;blue rose wreath;Blaurosentürkranz;corona rosa azul;corona rosas azules;couronne roses bleues;couronne roses bleues;ghirlanda rose blu;blauwe-rozenkrans;蓝色玫瑰花环;藍色玫瑰花圈;あおいバラのリース;파란 장미 리스;венок с синими розами
DoorDeco_05820;gold rose wreath;gold rose wreath;Goldrosentürkranz;corona rosa dorada;corona rosas doradas;couronne roses dorées;couronne roses dorées;ghirlanda rose d'oro;gouden rozenkrans;金色玫瑰花环;金色玫瑰花圈;きんのバラのリース;금장미 리스;венок с золотыми розами
DoorDeco_12517;Bunny Day wreath;Bunny Day wreath;Häschentag-Türkranz;corona Caza del Huevo;corona Caza del Huevo;couronne fête des œufs;couronne fête des œufs;ghirlanda caccia all'uovo;eierkrans;复活节花环;復活節花圈;イースターなリース;이스터 리스;венок на День зайцев
DoorDeco_13357;festive wreath;festive wreath;Festtagskranz;corona festiva;corona festiva;couronne de sapin;couronne de sapin;ghirlanda festiva;feestkrans;圣诞节花环;聖誕節花圈;クリスマスリース;크리스마스 리스;новогодний венок
DoorDeco_13501;New Year's shimekazari;New Year's shimekazari;Neujahrs-Shimekazari;shimekazari de Año Nuevo;shimekazari de Año Nuevo;shimekazari de nouvel an;shimekazari de Nouvel An;shimekazari di Capodanno;nieuwjaars-shimekazari;注连绳装饰;注連繩裝飾;しめかざり;일본 금줄 장식;новогодний симэкадзари
DoorDeco_14032;Lunar New Year decoration;Lunar New Year decoration;Mondneujahr-Dekoration;adorno Año Nuevo Lunar;adorno Año Nuevo Lunar;déco de nouvel an lunaire;déco de Nouvel An lunaire;decoraz. Capodanno lunare;maannieuwjaarversiering;春节门饰;春節門飾;しゅんせつのドアかざり;춘절 복 장식;узор (лунный Новый год)
