label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
HousePost_08667;black ordinary mailbox;black ordinary mailbox;Schwarz-Briefkasten;buzón clásico negro;buzón clásico negro;b.a.l. ordinaire noire;b.a.l. ordinaire noire;cassetta posta nera;zwarte ronde brievenbus;黑色普通信箱;黑色普通郵筒;くろいふつうのポスト;검은색 일반 우편함;простой черный ящик
HousePost_08672;red large mailbox;red large mailbox;Rot-Maxi-Briefkasten;buzón para paquetes rojo;buzón para paquetes rojo;grande b.a.l. rouge;grande b.a.l. rouge;cassetta grande rossa;rode grote brievenbus;红色大信箱;紅色大郵筒;あかいおおきなポスト;빨간색 커다란 우편함;большой красный ящик
HousePost_08673;pink large mailbox;pink large mailbox;Rosa-Maxi-Briefkasten;buzón para paquetes rosa;buzón para paquetes rosa;grande b.a.l. rose;grande b.a.l. rose;cassetta grande rosa;roze grote brievenbus;粉红色大信箱;粉紅色大郵筒;ピンクのおおきなポスト;핑크색 커다란 우편함;большой розовый ящик
HousePost_08674;yellow large mailbox;yellow large mailbox;Gelb-Maxi-Briefkasten;buzón para paquetes ocre;buzón para paquetes ocre;grande b.a.l. jaune;grande b.a.l. jaune;cassetta grande gialla;gele grote brievenbus;黄色大信箱;黃色大郵筒;きいろいおおきなポスト;노란색 커다란 우편함;большой желтый ящик
HousePost_08675;green large mailbox;green large mailbox;Grün-Maxi-Briefkasten;buzón para paquetes verde;buzón para paquetes verde;grande b.a.l. verte;grande b.a.l. verte;cassetta grande verde;groene grote brievenbus;绿色大信箱;綠色大郵筒;みどりのおおきなポスト;초록색 커다란 우편함;большой зеленый ящик
HousePost_08676;blue large mailbox;blue large mailbox;Blau-Maxi-Briefkasten;buzón para paquetes azul;buzón para paquetes azul;grande b.a.l. bleue;grande b.a.l. bleue;cassetta grande blu;blauwe grote brievenbus;蓝色大信箱;藍色大郵筒;あおいおおきなポスト;파란색 커다란 우편함;большой синий ящик
HousePost_08677;white large mailbox;white large mailbox;Weiß-Maxi-Briefkasten;buzón para paquetes blanco;buzón para paquetes blanco;grande b.a.l. blanche;grande b.a.l. blanche;cassetta grande bianca;witte grote brievenbus;白色大信箱;白色大郵筒;しろいおおきなポスト;하얀색 커다란 우편함;большой белый ящик
HousePost_08678;black large mailbox;black large mailbox;Schwarz-Maxi-Briefkasten;buzón para paquetes negro;buzón para paquetes negro;grande b.a.l. noire;grande b.a.l. noire;cassetta grande nera;zwarte grote brievenbus;黑色大信箱;黑色大郵筒;くろいおおきなポスト;검은색 커다란 우편함;большой черный ящик
HousePost_08827;red square mailbox;red square mailbox;Rot-Eckigbriefkasten;buzón cuadrado rojo;buzón cuadrado rojo;b.a.l. rectangulaire rouge;b.a.l. rectangulaire rouge;cassetta cubica rossa;rode vierkante brievenbus;红色方形信箱;紅色四角型郵筒;あかいしかくいポスト;빨간색 사각 우편함;красный ящик-куб
HousePost_08828;pink square mailbox;pink square mailbox;Rosa-Eckigbriefkasten;buzón cuadrado rosa;buzón cuadrado rosa;b.a.l. rectangulaire rose;b.a.l. rectangulaire rose;cassetta cubica rosa;roze brievenbus;粉红色方形信箱;粉紅色四角型郵筒;ピンクのしかくいポスト;핑크색 사각 우편함;розовый ящик-куб
HousePost_08829;yellow square mailbox;yellow square mailbox;Gelb-Eckigbriefkasten;buzón cuadrado ocre;buzón cuadrado ocre;b.a.l. rectangulaire jaune;b.a.l. rectangulaire jaune;cassetta cubica gialla;gele brievenbus;黄色方形信箱;黃色四角型郵筒;きいろいしかくいポスト;노란색 사각 우편함;желтый ящик-куб
HousePost_08830;green square mailbox;green square mailbox;Grün-Eckigbriefkasten;buzón cuadrado verde;buzón cuadrado verde;b.a.l. rectangulaire verte;b.a.l. rectangulaire verte;cassetta cubica verde;groene brievenbus;绿色方形信箱;綠色四角型郵筒;みどりのしかくいポスト;초록색 사각 우편함;зеленый ящик-куб
HousePost_08831;blue square mailbox;blue square mailbox;Blau-Eckigbriefkasten;buzón cuadrado azul;buzón cuadrado azul;b.a.l. rectangulaire bleue;b.a.l. rectangulaire bleue;cassetta cubica blu;blauwe brievenbus;蓝色方形信箱;藍色四角型郵筒;あおいしかくいポスト;파란색 사각 우편함;синий ящик-куб
HousePost_08832;white square mailbox;white square mailbox;Weiß-Eckigbriefkasten;buzón cuadrado blanco;buzón cuadrado blanco;b.a.l. rectangulaire blanche;b.a.l. rectangulaire blanche;cassetta cubica bianca;witte brievenbus;白色方形信箱;白色四角型郵筒;しろいしかくいポスト;하얀색 사각 우편함;белый ящик-куб
HousePost_08833;black square mailbox;black square mailbox;Schwarz-Eckigbriefkasten;buzón cuadrado negro;buzón cuadrado negro;b.a.l. rectangulaire noire;b.a.l. rectangulaire noire;cassetta cubica nera;zwarte brievenbus;黑色方形信箱;黑色四角型郵筒;くろいしかくいポスト;검은색 사각 우편함;черный ящик-куб
HousePost_08897;chic wooden mailbox;chic wooden mailbox;Schick-Holzbriefkasten;buzón de madera marrón;buzón de madera marrón;b.a.l. en bois chic;b.a.l. en bois chic;cassetta di legno chic;chique houten brievenbus;典雅木信箱;典雅木郵筒;シックなきのポスト;세련된 나무 우편함;ящик-люкс из дерева
HousePost_08898;red wooden mailbox;red wooden mailbox;Rot-Holzbriefkasten;buzón de madera rojo;buzón de madera rojo;b.a.l. en bois rouge;b.a.l. en bois rouge;cassetta di legno rossa;rode houten brievenbus;红色木信箱;紅色木郵筒;あかいきのポスト;빨간색 나무 우편함;красный ящик из дерева
HousePost_08899;pink wooden mailbox;pink wooden mailbox;Rosa-Holzbriefkasten;buzón de madera rosa;buzón de madera rosa;b.a.l. en bois rose;b.a.l. en bois rose;cassetta di legno rosa;roze houten brievenbus;粉红色木信箱;粉紅色木郵筒;ピンクのきのポスト;핑크색 나무 우편함;розовый ящик из дерева
HousePost_08900;yellow wooden mailbox;yellow wooden mailbox;Gelb-Holzbriefkasten;buzón de madera ocre;buzón de madera ocre;b.a.l. en bois jaune;b.a.l. en bois jaune;cassetta di legno gialla;gele houten brievenbus;黄色木信箱;黃色木郵筒;きいろいきのポスト;노란색 나무 우편함;желтый ящик из дерева
HousePost_08901;green wooden mailbox;green wooden mailbox;Grün-Holzbriefkasten;buzón de madera verde;buzón de madera verde;b.a.l. en bois verte;b.a.l. en bois verte;cassetta di legno verde;groene houten brievenbus;绿色木信箱;綠色木郵筒;みどりのきのポスト;초록색 나무 우편함;зеленый ящик из дерева
HousePost_08902;blue wooden mailbox;blue wooden mailbox;Blau-Holzbriefkasten;buzón de madera azul;buzón de madera azul;b.a.l. en bois bleue;b.a.l. en bois bleue;cassetta di legno blu;blauwe houten brievenbus;蓝色木信箱;藍色木郵筒;あおいきのポスト;파란색 나무 우편함;синий ящик из дерева
HousePost_08903;white wooden mailbox;white wooden mailbox;Weiß-Holzbriefkasten;buzón de madera blanco;buzón de madera blanco;b.a.l. en bois blanche;b.a.l. en bois blanche;cassetta di legno bianca;witte houten brievenbus;白色木信箱;白色木郵筒;しろいきのポスト;하얀색 나무 우편함;белый ящик из дерева
