label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
SnowCrystal_03540;large snowflake;large snowflake;Riesenschneeflocke;copo de nieve XL;copo de nieve XL;grand flocon de neige;grand flocon de neige;fiocco di neve grande;grote sneeuwvlok;大雪花;大雪花;ゆきのだいけっしょう;커다란 눈의 결정;крупная снежинка
SnowCrystal_03540_pl;large snowflakes;large snowflakes;Riesenschneeflocken;copos de nieve XL;copos de nieve XL;grands flocons de neige;grands flocons de neige;fiocchi di neve grandi;grote sneeuwvlokken;大雪花;大雪花;ゆきのだいけっしょう;커다란 눈의 결정;крупные снежинки
StarPiece_05983;star fragment;star fragment;Sternensplitter;fragmento de estrella;fragmento de estrella;fragment d'étoile;fragment d'étoile;frammento di stella;sterrenfragment;星星碎片;星星碎片;ほしのかけら;별의 조각;осколок звезды
StarPiece_05983_pl;star fragments;star fragments;Sternensplitter;fragmentos de estrella;fragmentos de estrella;fragments d'étoile;fragments d'étoile;frammenti di stella;sterrenfragmenten;星星碎片;星星碎片;ほしのかけら;별의 조각;осколки звезды
StarPiece_05984;large star fragment;large star fragment;Riesensternensplitter;fragmento de estrella XL;fragmento de estrella XL;fragment de grande étoile;fragment de grande étoile;frammento di stella grande;groot sterrenfragment;大星星碎片;大星星碎片;おおきなほしのかけら;커다란 별의 조각;крупный осколок звезды
StarPiece_05984_pl;large star fragments;large star fragments;Riesensternensplitter;fragmentos de estrella XL;fragmentos de estrella XL;fragments de grande étoile;fragments de grande étoile;frammenti di stella grandi;grote sterrenfragmenten;大星星碎片;大星星碎片;おおきなほしのかけら;커다란 별의 조각;крупные осколки звезды
StarPiece_05985;Capricorn fragment;Capricorn fragment;Steinbock-Splitter;fragmento de Capricornio;fragmento de Capricornio;fragment de Capricorne;fragment de Capricorne;frammento di Capricorno;Steenbokfragment;摩羯座碎片;摩羯座碎片;やぎざのかけら;염소자리 조각;фрагмент Козерога
StarPiece_05985_pl;Capricorn fragments;Capricorn fragments;Steinbock-Splitter;fragmentos de Capricornio;fragmentos de Capricornio;fragments de Capricorne;fragments de Capricorne;frammenti di Capricorno;Steenbokfragmenten;摩羯座碎片;摩羯座碎片;やぎざのかけら;염소자리 조각;фрагменты Козерога
StarPiece_05986;Aquarius fragment;Aquarius fragment;Wassermann-Splitter;fragmento de Acuario;fragmento de Acuario;fragment de Verseau;fragment de Verseau;frammento di Acquario;Watermanfragment;水瓶座碎片;水瓶座碎片;みずがめざのかけら;물병자리 조각;фрагмент Водолея
StarPiece_05986_pl;Aquarius fragments;Aquarius fragments;Wassermann-Splitter;fragmentos de Acuario;fragmentos de Acuario;fragments de Verseau;fragments de Verseau;frammenti di Acquario;Watermanfragmenten;水瓶座碎片;水瓶座碎片;みずがめざのかけら;물병자리 조각;фрагменты Водолея
StarPiece_05987;Pisces fragment;Pisces fragment;Fische-Splitter;fragmento de Piscis;fragmento de Piscis;fragment de Poissons;fragment de Poissons;frammento di Pesci;Vissenfragment;双鱼座碎片;雙魚座碎片;うおざのかけら;물고기자리 조각;фрагмент Рыб
StarPiece_05987_pl;Pisces fragments;Pisces fragments;Fische-Splitter;fragmentos de Piscis;fragmentos de Piscis;fragments de Poissons;fragments de Poissons;frammenti di Pesci;Vissenfragmenten;双鱼座碎片;雙魚座碎片;うおざのかけら;물고기자리 조각;фрагменты Рыб
StarPiece_05988;Aries fragment;Aries fragment;Widder-Splitter;fragmento de Aries;fragmento de Aries;fragment de Bélier;fragment de Bélier;frammento di Ariete;Ramfragment;白羊座碎片;牡羊座碎片;おひつじざのかけら;양자리 조각;фрагмент Овна
StarPiece_05988_pl;Aries fragments;Aries fragments;Widder-Splitter;fragmentos de Aries;fragmentos de Aries;fragments de Bélier;fragments de Bélier;frammenti di Ariete;Ramfragmenten;白羊座碎片;牡羊座碎片;おひつじざのかけら;양자리 조각;фрагменты Овна
StarPiece_05989;Taurus fragment;Taurus fragment;Stier-Splitter;fragmento de Tauro;fragmento de Tauro;fragment de Taureau;fragment de Taureau;frammento di Toro;Stierfragment;金牛座碎片;金牛座碎片;おうしざのかけら;황소자리 조각;фрагмент Тельца
StarPiece_05989_pl;Taurus fragments;Taurus fragments;Stier-Splitter;fragmentos de Tauro;fragmentos de Tauro;fragments de Taureau;fragments de Taureau;frammenti di Toro;Stierfragmenten;金牛座碎片;金牛座碎片;おうしざのかけら;황소자리 조각;фрагменты Тельца
StarPiece_05990;Gemini fragment;Gemini fragment;Zwillinge-Splitter;fragmento de Géminis;fragmento de Géminis;fragment de Gémeaux;fragment de Gémeaux;frammento di Gemelli;Tweelingenfragment;双子座碎片;雙子座碎片;ふたござのかけら;쌍둥이자리 조각;фрагмент Близнецов
StarPiece_05990_pl;Gemini fragments;Gemini fragments;Zwillinge-Splitter;fragmentos de Géminis;fragmentos de Géminis;fragments de Gémeaux;fragments de Gémeaux;frammenti di Gemelli;Tweelingenfragmenten;双子座碎片;雙子座碎片;ふたござのかけら;쌍둥이자리 조각;фрагменты Близнецов
StarPiece_05991;Cancer fragment;Cancer fragment;Krebs-Splitter;fragmento de Cáncer;fragmento de Cáncer;fragment de Cancer;fragment de Cancer;frammento di Cancro;Kreeftfragment;巨蟹座碎片;巨蟹座碎片;かにざのかけら;게자리 조각;фрагмент Рака
StarPiece_05991_pl;Cancer fragments;Cancer fragments;Krebs-Splitter;fragmentos de Cáncer;fragmentos de Cáncer;fragments de Cancer;fragments de Cancer;frammenti di Cancro;Kreeftfragmenten;巨蟹座碎片;巨蟹座碎片;かにざのかけら;게자리 조각;фрагменты Рака
StarPiece_05992;Leo fragment;Leo fragment;Löwe-Splitter;fragmento de Leo;fragmento de Leo;fragment de Lion;fragment de Lion;frammento di Leone;Leeuwfragment;狮子座碎片;獅子座碎片;ししざのかけら;사자자리 조각;фрагмент Льва
StarPiece_05992_pl;Leo fragments;Leo fragments;Löwe-Splitter;fragmentos de Leo;fragmentos de Leo;fragments de Lion;fragments de Lion;frammenti di Leone;Leeuwfragmenten;狮子座碎片;獅子座碎片;ししざのかけら;사자자리 조각;фрагменты Льва
StarPiece_05993;Virgo fragment;Virgo fragment;Jungfrau-Splitter;fragmento de Virgo;fragmento de Virgo;fragment de Vierge;fragment de Vierge;frammento di Vergine;Maagdfragment;处女座碎片;處女座碎片;おとめざのかけら;처녀자리 조각;фрагмент Девы
StarPiece_05993_pl;Virgo fragments;Virgo fragments;Jungfrau-Splitter;fragmentos de Virgo;fragmentos de Virgo;fragments de Vierge;fragments de Vierge;frammenti di Vergine;Maagdfragmenten;处女座碎片;處女座碎片;おとめざのかけら;처녀자리 조각;фрагменты Девы
StarPiece_05994;Libra fragment;Libra fragment;Waage-Splitter;fragmento de Libra;fragmento de Libra;fragment de Balance;fragment de Balance;frammento di Bilancia;Weegschaalfragment;天秤座碎片;天秤座碎片;てんびんざのかけら;천칭자리 조각;фрагмент Весов
StarPiece_05994_pl;Libra fragments;Libra fragments;Waage-Splitter;fragmentos de Libra;fragmentos de Libra;fragments de Balance;fragments de Balance;frammenti di Bilancia;Weegschaalfragmenten;天秤座碎片;天秤座碎片;てんびんざのかけら;천칭자리 조각;фрагменты Весов
StarPiece_05995;Scorpius fragment;Scorpius fragment;Skorpion-Splitter;fragmento de Escorpio;fragmento de Escorpio;fragment de Scorpion;fragment de Scorpion;frammento di Scorpione;Schorpioenfragment;天蝎座碎片;天蠍座碎片;さそりざのかけら;전갈자리 조각;фрагмент Скорпиона
StarPiece_05995_pl;Scorpius fragments;Scorpius fragments;Skorpion-Splitter;fragmentos de Escorpio;fragmentos de Escorpio;fragments de Scorpion;fragments de Scorpion;frammenti di Scorpione;Schorpioenfragmenten;天蝎座碎片;天蠍座碎片;さそりざのかけら;전갈자리 조각;фрагменты Скорпиона
StarPiece_05996;Sagittarius fragment;Sagittarius fragment;Schütze-Splitter;fragmento de Sagitario;fragmento de Sagitario;fragment de Sagittaire;fragment de Sagittaire;frammento di Sagittario;Boogschutterfragment;射手座碎片;射手座碎片;いてざのかけら;사수자리 조각;фрагмент Стрельца
StarPiece_05996_pl;Sagittarius fragments;Sagittarius fragments;Schütze-Splitter;fragmentos de Sagitario;fragmentos de Sagitario;fragments de Sagittaire;fragments de Sagittaire;frammenti di Sagittario;Boogschutterfragmenten;射手座碎片;射手座碎片;いてざのかけら;사수자리 조각;фрагменты Стрельца
