label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
RoomWall_04834;beige desert-tile wall;beige desert-tile wall;Beige-Wüstenfliesenwand;pared losa desierto beis;pared losa desierto beige;mur treillis marocain beige;mur treillis désert beige;muro motivo arabo beige;beige oosterse tegelwand;米色摩洛哥砖墙;米色摩洛哥磚牆;ベージュのモロッカンタイルかべ;베이지 모로칸 타일 벽;бежевая стена «Восток»
RoomWall_04835;blue desert-tile wall;blue desert-tile wall;Blau-Wüstenfliesenwand;pared losa desierto azul;pared losa desierto azul;mur treillis marocain bleu;mur treillis désert bleu;muro motivo arabo blu;blauwe oosterse tegelwand;蓝色摩洛哥砖墙;藍色摩洛哥磚牆;ブルーのモロッカンタイルかべ;블루 모로칸 타일 벽;синяя стена «Восток»
RoomWall_04836;bamboo-screen wall;bamboo-screen wall;Bambusrollowand;pared cañizo;pared tejido de bambú;mur paravent en bambou;mur paravent en bambou;muro tenda di bambù;bamboegordijnwand;竹帘墙;竹簾牆;すだれのかべ;나무 발 벽;бамбуковая стена-ширма
RoomWall_04837;classic-library wall;classic-library wall;Klassik-Bücherwand;pared biblioteca de clásicos;pared biblioteca de clásicos;mur bibliothèque classique;mur bibliothèque classique;muro libreria classica;klassieke bibliotheekwand;图书馆墙;圖書館牆;ライブラリーなかべ;도서관 벽;стена-библиотека
RoomWall_04838;manga-library wall;manga-library wall;Manga-Bücherwand;pared biblioteca de manga;pared biblioteca de manga;mur bibliothèque manga;mur bibliothèque manga;muro libreria di manga;mangabibliotheekwand;漫画图书馆墙;漫畫圖書館牆;マンガライブラリーなかべ;만화 도서관 벽;стена «Библиотека манги»
RoomWall_04839;bank-vault wall;bank-vault wall;Schließfachwand;pared cajas de seguridad;pared cajas de seguridad;mur coffres-forts;mur coffres-forts;muro cassette di sicurezza;kluisjeswand;银行保险箱墙;銀行保險箱牆;かしきんこのかべ;금고 벽;стена-хранилище
RoomWall_04840;cabin wall;cabin wall;Blockhauswand;pared cabaña;pared cabaña;mur chalet;mur chalet;muro rustico;blokhutwand;木屋墙;木屋牆;ログハウスのかべ;통나무집 벽;бревенчатая стена
RoomWall_04841;crepe-design wall;crepe-design wall;Seidenkreppwand;pared crepé;pared crepé;mur crêpé;mur crêpé;muro tessuto crêpe;crêpewand;绉纱纹壁纸;縐紗紋壁紙;ちりめんもようのかべがみ;면직물 무늬 벽지;матерчатая стена
RoomWall_04843;construction-site wall;construction-site wall;Baustellenwand;pared fachada en obras;pared fachada en obras;mur de chantier;mur de chantier;muro cantiere;bouwplaatswand;施工现场墙;施工現場牆;こうじげんばのかべ;공사 현장 벽;строительная стена
RoomWall_04844;stacked-wood wall;stacked-wood wall;Holzstapelwand;pared leñera;pared leñera;mur tronçons de bois;mur tronçons de bois;muro catasta di legna;houtstapelwand;木质墙;木質牆;ウッディなかべ;장작더미 벽;стена «Поленница»
RoomWall_04845;rammed-earth wall;rammed-earth wall;Lehmwand;pared tierra amasada;pared tierra amasada;mur en pisé;mur en pisé;muro pisé;stamplemen wand;夯土墙;夯土牆;はんちくのかべ;층층이 쌓은 토벽;земляная стена
RoomWall_04846;groovy wall;groovy wall;Irrsinnstapete;pared comedor;pared comedor;mur groovy;mur groovy;muro alla moda;groovy wand;迷幻壁纸;迷幻壁紙;サイケなかべがみ;사이키델릭 벽지;модная стена
RoomWall_04847;retro flower-print wall;retro flower-print wall;Retro-Blumentapete;pared kitsch;pared kitsch;mur à fleurs rétro;mur kitsch;muro stampa floreale rétro;retrobloemenwand;复古花纹壁纸;復古花紋壁紙;レトロなはながらのかべがみ;복고풍 꽃무늬 벽지;ретро-стена с цветами
RoomWall_04848;blue intricate wall;blue intricate wall;Blau-Filigrantapete;pared boceto floral azul;pared boceto floral azul;mur entrelacs floraux bleu;mur entrelacs floraux bleu;muro filigrana blu;blauwe filigraanwand;蓝色布墙;藍色布牆;あおいテキスタイルのかべ;파란 텍스타일 벽;затейливая синяя стена
RoomWall_04849;yellow intricate wall;yellow intricate wall;Gelb-Filigrantapete;pared boceto floral amarilla;pared boceto floral amarilla;mur entrelacs floraux jaune;mur entrelacs floraux jaune;muro filigrana giallo;gele filigraanwand;黄色布墙;黃色布牆;きいろいテキスタイルのかべ;노란 텍스타일 벽;затейливая желтая стена
RoomWall_04850;ivy wall;ivy wall;Efeumauer;pared hiedra;pared hiedra;mur de lierre;mur de lierre;muro edera;klimopwand;常春藤墙;常春藤牆;つたのかべ;덩굴 벽;стена с плющом
RoomWall_04851;rock-climbing wall;rock-climbing wall;Boulderwand;pared escalada;pared escalada;mur pierres d'escalade;mur pierres d'escalade;muro bouldering;klimwand;抱石墙;抱石牆;ボルダリングのかべ;암벽 등반 벽;стена для скалолазания
RoomWall_04852;skyscraper wall;skyscraper wall;Wolkenkratzertapete;pared rascacielos;pared rascacielos;mur gratte-ciel;mur gratte-ciel;muro grattacieli;wolkenkrabberswand;摩天大楼墙;摩天大樓牆;まてんろうのかべ;마천루 벽;стена с небоскребами
RoomWall_04853;bamboo-grove wall;bamboo-grove wall;Bambuswaldtapete;pared bosque bambú;pared bosque bambú;mur forêt de bambou;mur forêt de bambou;muro canneto bambù;bamboeboswand;竹林墙;竹林牆;ちくりんのかべ;대나무 숲 벽;стена с бамбуком
RoomWall_04854;paintball wall;paintball wall;Farbkleckstapete;pared pintura;pared pintura;mur paintball;mur paintball;muro atelier;paintballwand;画室墙;畫室牆;アトリエのかべ;아틀리에 벽;стена с кляксами
RoomWall_04855;snowflake wall;snowflake wall;Schneeflockentapete;pared nevada;pared nevada;mur flocons;mur flocons;muro fiocchi di neve;sneeuwvlokjeswand;雪花壁纸;雪花壁紙;スノーフレークのかべがみ;눈꽃 벽지;стена со снежинками
RoomWall_04856;dirt-clod wall;dirt-clod wall;Schmutzwand;pared ruinosa;pared ruinosa;mur terreux;mur terreux;muro di terra;gehavende wand;破烂泥土墙;破爛泥土牆;ボロいつちかべ;낡은 토벽;старая штукатурка
RoomWall_04857;old wallpaper;old wallpaper;Gammeltapete;pared sosa;pared sosa;mur miteux;mur miteux;muro malandato;wand met oud behang;破烂壁纸;破爛壁紙;ボロいかべがみ;낡은 벽지;стена со старыми обоями
RoomWall_04858;wild-wood wall;wild-wood wall;Wildholzwand;panelado madera de deriva;pared madera selvática;mur bois sauvage;mur bois sauvage;muro legno selvatico;wrakhoutmuur;原木墙;原木牆;ワイルドウッドのかべ;거친 나무 벽;стена из грубого дерева
RoomWall_04859;wooden-mosaic wall;wooden-mosaic wall;Mischholzwand;pared madera mixta;pared madera mixta;mur lambris fin;mur lambris fin;muro a liste di legno;blankhouten mozaïekwand;嵌木墙;嵌木牆;よせぎのかべ;나무로 짠 벽;наборная стена
RoomWall_04860;dark wooden-mosaic wall;dark wooden-mosaic wall;Dunkel-Mischholzwand;pared madera mixta oscura;pared madera mixta oscura;mur lambris fin sombre;mur lambris fin sombre;muro a liste di legno scuro;donkerhouten mozaïekwand;深色嵌木墙;深色嵌木牆;ダークなよせぎのかべ;짙은 색 나무로 짠 벽;темная наборная стена
RoomWall_04861;stately wall;stately wall;Wandverkleidung;pared majestuosa;pared majestuosa;mur ouvragé;mur ouvragé;muro solenne;monumentale wand;文艺复兴墙;文藝復興牆;ルネッサンスなかべ;르네상스풍 벽;роскошная стена
RoomWall_04862;mosaic-tile wall;mosaic-tile wall;Mosaikfliesenwand;pared mosaico tradicional;pared mosaico tradicional;mur carrelage mosaïque;mur carrelage mosaïque;muro mosaico artistico;mozaïekwand;马赛克砖墙;馬賽克磚牆;アートモザイクタイルのかべ;아트 모자이크 타일 벽;мозаичная стена
RoomWall_04863;shoji screen;shoji screen;Shoji-Wand;pared shoji;pared shoji;mur shôji;mur shôji;muro shoji;shoji-scherm;日式纸拉门;日式紙拉門;しょうじ;창호지 문 벽;стена-сёдзи
RoomWall_04864;modern shoji-screen wall;modern shoji-screen wall;Shoji-Wand (modern);pared japonesa;pared japonesa;mur papier de riz;mur papier de riz;muro shoji moderno;modern scherm;摩登日式纸拉门;摩登日式紙拉門;モダンなしょうじ;모던 창호지 문 벽;современная стена-сёдзи
RoomWall_04865;honeycomb wall;honeycomb wall;Bienenwabenwand;pared melosa;pared melosa;mur rayons de miel;mur rayons de miel;muro alveare;honingraatwand;蜂巢墙;蜂巢牆;ビーハイブなかべ;벌집 벽;стена-соты
RoomWall_04866;exquisite wall;exquisite wall;Feudaltapete;pared exquisita;pared exquisita;mur magnifique;mur magnifique;muro raffinato;verfijnde wand;中华风墙;中華風牆;チャイナなかべ;차이나풍 벽;изысканная стена
RoomWall_04867;yellow simple-cloth wall;yellow simple-cloth wall;Gelb-Textiltapete;pared lisa amarilla;pared lisa amarilla;mur textile jaune;mur textile jaune;muro liscio giallo;gele gladde wand;米色简约布面墙;米色簡約布面牆;ベージュのシンプルクロス;베이지 심플 벽지;простая желтая ткань
RoomWall_04868;pink simple-cloth wall;pink simple-cloth wall;Rosa-Textiltapete;pared lisa salmón;pared lisa salmón;mur textile saumon;mur textile saumon;muro liscio rosa;roze gladde wand;粉红简约布面墙;粉紅簡約布面牆;ピンクのシンプルクロス;핑크 심플 벽지;простая розовая ткань
RoomWall_04869;blue simple-cloth wall;blue simple-cloth wall;Blau-Textiltapete;pared lisa celeste;pared lisa celeste;mur textile bleu ciel;mur textile bleu ciel;muro liscio blu cielo;blauwe gladde wand;蓝色简约布面墙;藍色簡約布面牆;あおいシンプルクロス;파란 심플 벽지;простая голубая ткань
RoomWall_04870;orange molded-panel wall;orange molded-panel wall;Orange-Wandvertäfelung;pared con molduras naranja;pared con molduras naranja;mur à moulures orange;mur à moulures orange;muro modanature arancione;oranje lambrisering;橘色线板墙;橘色線板牆;オレンジのパネルモールドかべ;오렌지 패널 몰드 벽;светлая лепная стена
RoomWall_04871;blue molded-panel wall;blue molded-panel wall;Blau-Wandvertäfelung;pared con molduras azul;pared con molduras azul;mur à moulures bleu;mur à moulures bleu;muro modanature blu;blauwe lambrisering;蓝色线板墙;藍色線板牆;あおいパネルモールドかべ;블루 패널 몰드 벽;темная лепная стена
RoomWall_04872;gray molded-panel wall;gray molded-panel wall;Grau-Wandvertäfelung;pared con molduras gris;pared con molduras gris;mur à moulures gris;mur à moulures gris;muro modanature grigio;grijze lambrisering;灰色线板墙;灰色線板牆;グレーのパネルモールドかべ;그레이 패널 몰드 벽;серая лепная стена
RoomWall_04873;abstract wall;abstract wall;Abstrakttapete;pared abstracta;pared abstracta;mur art abstrait;mur art abstrait;muro astratto;abstracte wand;抽象艺术墙;抽象藝術牆;アブストラクトなかべ;추상적인 벽지;абстрактная стена
RoomWall_04874;blue heart-pattern wall;blue heart-pattern wall;Herz-auf-Blau-Tapete;pared amor celeste;pared amor celeste;mur motif cœurs turquoise;mur motif cœurs turquoise;muro con cuori blu;blauwe hartjeswand;蓝色爱心壁纸;藍色愛心壁紙;ブルーハートのかべがみ;블루 하트 벽지;голубая стена с сердцами
RoomWall_04875;pink heart-pattern wall;pink heart-pattern wall;Herz-auf-Rosa-Tapete;pared amor rosa;pared amor rosa;mur motif cœurs rose;mur motif cœurs rose;muro amore rosa;roze hartjeswand;粉红爱心壁纸;粉紅愛心壁紙;ピンクハートのかべがみ;핑크 하트 벽지;розовая стена с сердцами
RoomWall_04876;industrial wall;industrial wall;Industriewand;pared industrial;pared industrial;mur d'usine;mur d'usine;muro industriale;fabriekswand;工厂墙;工廠牆;ファクトリーなかべ;팩토리 벽;фабричная стена
RoomWall_04877;beaded-curtain wall;beaded-curtain wall;Perlenvorhangwand;pared cortina de cuentas;pared cortina de cuentas;mur rideau de perles;mur rideau de perles;muro tendina di perline;kraaltjesgordijnwand;珠帘墙;珠簾牆;たまのれんのかべ;구슬 커튼 벽;занавески макраме
RoomWall_04878;heavy-curtain wall;heavy-curtain wall;Bühnenvorhangwand;pared telón;pared telón;mur rideau de velours;mur rideau de velours;muro sipario;theatergordijn;舞台布幕墙;舞台布幕牆;どんちょうのかべ;극장 커튼 벽;тяжелые гардины
RoomWall_04879;marine pop wall;marine pop wall;Aquatapete;pared peces;pared peces;mur marin pop;mur marin pop;muro mare pop;vissenwand;鱼儿壁纸;魚兒壁紙;おサカナのかべがみ;물고기 벽지;морская стена
RoomWall_04880;butterflies wall;butterflies wall;Faltertapete;pared mariposas;pared mariposas;mur papillons de jour;mur papillons de jour;muro farfalle;vlinderwand;蝴蝶壁纸;蝴蝶壁紙;バタフライなかべがみ;나비 벽지;стена с мотыльками
RoomWall_04881;kisses wall;kisses wall;Kusstapete;pared besos;pared besos;mur bisous;mur bisous;muro baci;kusjeswand;唇印壁纸;唇印壁紙;キッスのかべがみ;입술 벽지;стена с поцелуйчиками
RoomWall_04882;blackboard wall;blackboard wall;Cafétafelwand;pared pizarra de cafetería;pared pizarra de cafetería;mur menu de café;mur menu de café;muro lavagna da bar;uithangbordwand;黑板墙;黑板牆;こくばんのかべ;칠판 벽;грифельная доска
RoomWall_04883;camo wall;camo wall;Tarntapete;pared camuflaje;pared camuflaje;mur camouflage;mur camouflage;muro mimetico;camouflagewand;迷彩壁纸;迷彩壁紙;めいさいのかべがみ;밀리터리 벽지;стена-камуфляж
RoomWall_04884;blue camo wall;blue camo wall;Blau-Tarntapete;pared camuflaje azul;pared camuflaje azul;mur camouflage bleu;mur camouflage bleu;muro mimetico blu;blauwe camouflagewand;蓝色迷彩壁纸;藍色迷彩壁紙;ブルーめいさいのかべがみ;블루 밀리터리 벽지;голуб. стена-камуфляж
RoomWall_04885;purple camo wall;purple camo wall;Lila-Tarntapete;pared camuflaje lila;pared camuflaje morada;mur camouflage violet;mur camouflage mauve;muro mimetico viola;paarse camouflagewand;紫色迷彩壁纸;紫色迷彩壁紙;パープルめいさいのかべがみ;퍼플 밀리터리 벽지;фиолет. стена-камуфляж
RoomWall_04886;pastel puzzle wall;pastel puzzle wall;Pastell-Puzzletapete;pared rompecabezas pastel;pared rompecabezas pastel;mur puzzle pastel;mur casse-tête pastel;muro puzzle pastello;pastelkleurige puzzelwand;粉嫩拼图壁纸;粉嫩巧拼壁紙;パステルパズルかべがみ;파스텔 퍼즐 벽지;пастельная стена-пазл
RoomWall_04887;colorful puzzle wall;colorful puzzle wall;Bunt-Puzzletapete;pared rompecabezas alegre;pared rompecabezas alegre;mur puzzle multicolore;mur casse-tête multicolore;muro puzzle variopinto;kleurrijke puzzelwand;彩色拼图壁纸;彩色巧拼壁紙;カラフルパズルかべがみ;컬러풀 퍼즐 벽지;красочная стена-пазл
RoomWall_04888;blue playroom wall;blue playroom wall;Blau-Spieltapete;pared barquito azul;pared barquito azul;mur salle de jeu bleu;mur salle de jeu bleu;muro stanza giochi azzurro;blauwe kinderkamerwand;蓝色儿童房壁纸;藍色兒童房壁紙;あおいキッズルームのかべがみ;파란 놀이방 벽지;голубая стена в детскую
RoomWall_04889;pink playroom wall;pink playroom wall;Rosa-Spieltapete;pared barquito rosa;pared barquito rosa;mur salle de jeu rose;mur salle de jeu rose;muro stanza giochi rosa;roze kinderkamerwand;粉红色儿童房壁纸;粉紅色兒童房壁紙;ピンクのキッズルームのかべがみ;핑크 놀이방 벽지;розовая стена в детскую
RoomWall_04890;concrete wall;concrete wall;Betonwand;pared cemento;pared cemento;mur en béton;mur en béton;muro cemento;betonwand;混凝土墙;混凝土牆;コンクリートのかべ;콘크리트 벽;бетонная стена
RoomWall_04891;white delicate-blooms wall;white delicate-blooms wall;Weiß-Floraltapete;pared flor delicada beis;pared flor delicada beige;mur à fleurs délicates blanc;mur à fleurs délicates blanc;muro a fiori delicati bianco;witte rozenlambrisering;白色碎花壁纸;白色碎花壁紙;しろいこばながらのかべがみ;하얀 잔꽃무늬 벽지;белая стена в цветочек
RoomWall_04892;monochromatic dotted wall;monochromatic dotted wall;Grau-Punkttapete;pared topos monocroma;pared lunares monocroma;mur à pois monochromes;mur à pois monochromes;muro a pois monocromo;zwart-witte stippenwand;单色配色点点壁纸;灰階配色點點壁紙;モノクロドットのかべがみ;흑백 도트 벽지;однотонн. стена в горошек
RoomWall_04893;pink flower-print wall;pink flower-print wall;Pink-Blumentapete;pared floral salmón;pared floral salmón;mur à fleurs rose;mur à fleurs rose;muro stampa floreale rosa;roze bloemenwand;粉红色花纹壁纸;粉紅色花紋壁紙;ピンクのはながらのかべがみ;핑크 꽃무늬 벽지;розовая стена с цветами
RoomWall_04894;golden wall;golden wall;Goldtapete;pared dorada;pared dorada;mur d'or;mur d'or;muro d'oro;gouden wand;黄金墙;黃金牆;おうごんのかべ;황금 벽;золотая стена
RoomWall_04895;pink blossoming wall;pink blossoming wall;Rosa-Blümchentapete;pared floreada rosa;pared floreada rosa;mur floraison rose;mur floraison rose;muro fiorato rosa;roze boeketlambrisering;粉红色花草图案墙;粉紅色花草圖案牆;ピンクのくさばなもようのかべ;핑크 풀꽃 벽;розовая стена с бутонами
RoomWall_04896;blue blossoming wall;blue blossoming wall;Blau-Blümchentapete;pared floreada azul;pared floreada azul;mur floraison bleu;mur floraison bleu;muro fiorato celeste;blauwe boeketlambrisering;蓝色花草图案墙;藍色花草圖案牆;あおいくさばなもようのかべ;파란 풀꽃 벽;голубая стена с бутонами
RoomWall_04897;red delicate-blooms wall;red delicate-blooms wall;Rot-Floraltapete;pared flor delicada roja;pared flor delicada roja;mur à fleurs délicates rouge;mur à fleurs délicates rouge;muro a fiori delicati rosso;rode rozenlambrisering;红色碎花壁纸;紅色碎花壁紙;あかいこばながらのかべがみ;빨간 잔꽃무늬 벽지;красная стена в цветочек
RoomWall_04898;green delicate-blooms wall;green delicate-blooms wall;Grün-Floraltapete;pared flor delicada verde;pared flor delicada verde;mur à fleurs délicates vert;mur à fleurs délicates vert;muro a fiori delicati verde;groene rozenlambrisering;绿色碎花壁纸;綠色碎花壁紙;グリーンのこばながらのかべがみ;그린 잔꽃무늬 벽지;зеленая стена в цветочек
RoomWall_04899;pastel dotted wall;pastel dotted wall;Pastell-Pünktchentapete;pared topos pastel;pared lunares pastel;mur à pois pastel;mur à pois pastel;muro a pois pastello;pastelkleurige stippenwand;粉嫩点点壁纸;粉嫩圓點壁紙;パステルドットのかべがみ;파스텔 도트 벽지;пастельн. стена в горошек
RoomWall_04900;red dotted wall;red dotted wall;Rot-Pünktchentapete;pared topos roja;pared lunares roja;mur à pois rouge;mur à pois rouge;muro a pois rosso;rode stippenwand;红色点点壁纸;紅色圓點壁紙;レッドドットのかべがみ;레드 도트 벽지;красная стена в горошек
RoomWall_04902;purple dotted wall;purple dotted wall;Lila-Pünktchentapete;pared topos violeta;pared lunares morada;mur à pois mauve;mur à pois mauve;muro a pois rosa;paarse stippenwand;紫色点点壁纸;紫色圓點壁紙;パープルドットのかべがみ;퍼플 도트 벽지;фиолет. стена в горошек
RoomWall_04903;green blossoming wall;green blossoming wall;Grün-Blümchentapete;pared floreada verde;pared floreada verde;mur floraison vert;mur floraison vert;muro fiorato verde;groene boeketlambrisering;绿色花草图案墙;綠色花草圖案牆;みどりのくさばなもようのかべ;초록 풀꽃 벽;зеленая стена с бутонами
RoomWall_04904;modern wood wall;modern wood wall;Buntholzwand;pared listones;pared listones;mur bois moderne;mur bois moderne;muro legno;moderne houten wand;拼木墙;拼木牆;ミックスウッドのかべ;믹스우드 벽;соврем. стена из дерева
RoomWall_04905;autumn wall;autumn wall;Herbstlaubtapete;pared otoñal;pared otoñal;mur automne;mur automne;muro autunnale;herfstwand;枫叶墙;楓葉牆;こうようのかべ;단풍 벽;стена «Осень»
