label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
Umbrella_07166;two-tone umbrella;two-tone umbrella;Zweifarbschirm;paraguas bicolor;paraguas bicolor;parapluie bicolore;parapluie bicolore;ombrello bicolore;tweekleurige paraplu;撞色雨伞;撞色雨傘;ツートンなかさ;투톤 우산;двуцветный зонт
Umbrella_07167;bear umbrella;bear umbrella;Bärenschirm;paraguas oso;paraguas oso;parapluie ours;parapluie ours;ombrello orso;beerparaplu;熊熊雨伞;熊熊雨傘;クマのかさ;곰 우산;зонт с медвежонком
Umbrella_07169;maple-leaf umbrella;maple-leaf umbrella;Ahornschirm;parasol hoja de arce;parasol hoja de arce;parapluie feuille d'érable;parapluie feuille d'érable;ombrello foglia d'acero;esdoornbladparaplu;枫叶雨伞;楓葉雨傘;もみじのかさ;단풍잎 우산;кленовый лист-зонт
Umbrella_07170;panda umbrella;panda umbrella;Pandaschirm;paraguas panda;paraguas panda;parapluie panda;parapluie panda;ombrello panda;pandaparaplu;熊猫雨伞;熊貓雨傘;パンダのかさ;팬더 우산;зонт с пандой
Umbrella_07171;exquisite parasol;exquisite parasol;Asienschirm;sombrilla oriental;sombrilla oriental;ombrelle magnifique;ombrelle magnifique;parasole dinastia;verfijnde parasol;东方风雨伞;東方風雨傘;オリエンタルなかさ;오리엔탈 우산;изысканный зонт
Umbrella_07172;logo umbrella;logo umbrella;Logoschirm;paraguas logotipo;paraguas logotipo;parapluie à logo;parapluie à logo;ombrello con logo;logoparaplu;Logo雨伞;Logo雨傘;ロゴいりのかさ;로고 우산;зонт с логотипом
Umbrella_07173;spider umbrella;spider umbrella;Spinnwebenschirm;parasol telaraña;parasol telaraña;parapluie arachnide;parapluie arachnide;ombrello ragnatela;spinnenwebparaplu;蜘蛛网雨伞;蜘蛛網雨傘;スパイダーなかさ;스파이더 우산;зонт с паутиной
Umbrella_07174;mush umbrella;mush umbrella;Pilzregenschirm;parasol seta;parasol hongo;parapluie champi;parapluie champignon;ombrello fungo;paddenstoelparaplu;蘑菇雨伞;蘑菇雨傘;キノコのかさ;버섯 우산;зонт-гриб
Umbrella_07175;fairy-tale umbrella;fairy-tale umbrella;Märchenschirm;parasol de cuento;parasol de cuento;parapluie conte de fées;parapluie conte de fées;ombrello favola;sprookjesparaplu;童话风雨伞;童話風雨傘;メルヘンなかさ;메르헨 우산;сказочный зонт
Umbrella_07176;pink shiny-bows parasol;pink shiny-bows parasol;Pink-Niedlich-Schirm;parasol muñequita rosa;parasol muñequita rosa;ombrelle à rubans rose;ombrelle à rubans rose;parasole bambolina rosa;roze strikjesparasol;粉红色洛丽塔雨伞;粉紅色蘿莉塔雨傘;ピンクのロリータがさ;핑크 리본 레이스 우산;зонт с розов. бантиками
Umbrella_07177;kabuki umbrella;kabuki umbrella;Kabuki-Schirm;sombrilla kabuki;sombrilla kabuki;ombrelle kabuki;ombrelle kabuki;ombrello kabuki;kabukiparasol;歌舞伎雨伞;歌舞伎雨傘;かぶきなかさ;가부키 우산;зонт кабуки
Umbrella_07178;paper parasol;paper parasol;Papierschirmchen;sombrilla de papel;parasol de papel;ombrelle papier;ombrelle papier;parasole cinese;papieren parasol;油纸伞;油紙傘;ばんがさ;대나무 우산;бумажный зонт
Umbrella_07179;rainbow umbrella;rainbow umbrella;Regenbogenschirm;parasol arcoíris;parasol arcoíris;parapluie arc-en-ciel;parapluie arc-en-ciel;ombrello arcobaleno;regenboogparaplu;彩虹雨伞;彩虹雨傘;レインボーなかさ;무지개 우산;радужный зонт
Umbrella_07180;gelato umbrella;gelato umbrella;3-Farben-Schirm;paraguas tricolor;paraguas tricolor;parapluie Rome;parapluie Rome;ombrello spicchi;tricoloreparaplu;三色雨伞;三色雨傘;トリコロールなかさ;3색 우산;трехцветный зонт
Umbrella_07181;petal parasol;petal parasol;Margeritenschirm;parasol margarita;parasol margarita;ombrelle marguerite;ombrelle marguerite;parasole petalo;margrietparasol;小雏菊雨伞;小雛菊雨傘;マーガレットのかさ;국화꽃 우산;зонт-ромашка
Umbrella_07182;busted umbrella;busted umbrella;Antikschirm;paraguas roto;paraguas roto;parapluie cassé;parapluie cassé;ombrello rotto;kapotte paraplu;坏掉的雨伞;壞掉的雨傘;こわれたかさ;부러진 우산;сломанный зонт
Umbrella_07183;purple chic umbrella;purple chic umbrella;Violett-Klassikschirm;parasol gótico morado;parasol gótico morado;ombrelle chic violette;ombrelle chic mauve;ombrello viola chic;paarse chique paraplu;紫色典雅雨伞;紫色典雅雨傘;むらさきのシックなかさ;보라 시크 우산;шикарный фиолет. зонт
Umbrella_08767;ladybug umbrella;ladybug umbrella;Marienkäferschirm;paraguas mariquita;paraguas catarina;parapluie coccinelle;parapluie coccinelle;ombrello coccinella;lieveheersbeestjeparaplu;瓢虫雨伞;瓢蟲雨傘;テントウムシのかさ;무당벌레 우산;зонт «Божья коровка»
Umbrella_08768;fish umbrella;fish umbrella;Fischschirm;paraguas peces;paraguas peces;parapluie poissons;parapluie poissons;ombrello pesci;visparaplu;鱼儿雨伞;魚兒雨傘;サカナのかさ;물고기 우산;зонт с рыбкой
Umbrella_09560;DAL umbrella;DAL umbrella;DAL-Schirm;paraguas de DAL;paraguas de DAL;parapluie Dodo Airlines;parapluie Dodo Airlines;ombrello DAL;DAL-paraplu;DAL雨伞;DAL雨傘;ＤＡＬのかさ;DAL 우산;зонт DAL
Umbrella_09561;Nook Inc. umbrella;Nook Inc. umbrella;Nook-Inc.-Schirm;paraguas de Nook Inc.;paraguas de Nook Inc.;parapluie Nook Inc.;parapluie Nook Inc.;ombrello Nook Inc.;Nook Inc.-paraplu;Nook Inc.雨伞;Nook Inc.雨傘;たぬきかいはつのかさ;Nook Inc. 우산;зонт Nook Inc.
Umbrella_09945;cherry-blossom umbrella;cherry-blossom umbrella;Kirschblütenschirm;paraguas flor de cerezo;paraguas flor de cerezo;parapluie fleur de cerisier;parapluie fleur de cerisier;ombrello fiore di ciliegio;kersenbloesemparaplu;樱花雨伞;櫻花雨傘;さくらのかさ;벚꽃 우산;зонт «Цветок вишни»
Umbrella_09946;lacy parasol;lacy parasol;Damenschirmchen;parasol encaje;parasol encaje;ombrelle en dentelle;ombrelle en dentelle;parasole ricami;kanten parasol;蕾丝雨伞;蕾絲雨傘;レースのかさ;레이스 우산;кружевной зонт
Umbrella_09947;peach umbrella;peach umbrella;Pfirsichschirm;paraguas melocotón;paraguas durazno;parapluie pêche;parapluie pêche;ombrello pesca;perzikparaplu;桃子雨伞;桃子雨傘;モモのかさ;복숭아 우산;персиковый зонт
Umbrella_09948;apple umbrella;apple umbrella;Apfelschirm;paraguas manzana;paraguas manzana;parapluie pomme;parapluie pomme;ombrello mela;appelparaplu;苹果雨伞;蘋果雨傘;リンゴのかさ;사과 우산;яблочный зонт
Umbrella_09949;cherry umbrella;cherry umbrella;Kirschschirm;paraguas cerezas;paraguas cerezas;parapluie cerises;parapluie cerises;ombrello ciliegie;kersenparaplu;樱桃雨伞;櫻桃雨傘;さくらんぼのかさ;체리 우산;вишневый зонт
Umbrella_09950;pear umbrella;pear umbrella;Birnenschirm;paraguas pera;paraguas pera;parapluie poire;parapluie poire;ombrello pera;perenparaplu;梨子雨伞;梨子雨傘;ナシのかさ;배 우산;грушевый зонт
Umbrella_09951;melon umbrella;melon umbrella;Melonenschirm;paraguas melón;paraguas melón;parapluie vichy melon;parapluie vichy melon;ombrello melone;groengeruite paraplu;嫩叶嘉顿格纹雨伞;嫩綠嘉頓格雨傘;わかばギンガムのかさ;새싹 깅엄 우산;дынный зонт
Umbrella_09952;mint umbrella;mint umbrella;Minzschirm;paraguas menta;paraguas menta;parapluie vichy menthe;parapluie vichy menthe;ombrello menta;groen-zwartgeruite paraplu;薄荷嘉顿格纹雨伞;薄荷綠嘉頓格雨傘;ミントギンガムのかさ;민트 깅엄 우산;мятный зонт
Umbrella_09953;picnic umbrella;picnic umbrella;Picknickschirm;paraguas pícnic;paraguas pícnic;parapluie vichy cassis;parapluie vichy cassis;ombrello picnic;paarsgeruite paraplu;莓果嘉顿格纹雨伞;莓果嘉頓格雨傘;ベリーギンガムのかさ;베리 깅엄 우산;зонт для пикника
Umbrella_09954;lemon umbrella;lemon umbrella;Zitrusschirm;paraguas limón;paraguas limón;parapluie vichy citron;parapluie vichy citron;ombrello limone;geelgeruite paraplu;柠檬嘉顿格纹雨伞;檸檬嘉頓格雨傘;レモンギンガムのかさ;레몬 깅엄 우산;лимонный зонт
Umbrella_09955;eggy parasol;eggy parasol;Eigelbschirm;parasol sol;parasol sol;parapluie à pois jaune;parapluie à pois jaune;parasole bolle giallo;gele parasol met stippen;黄色点点雨伞;黃色圓點雨傘;きいろみずたまのかさ;노란 물방울 우산;яичный зонт
Umbrella_09956;blue dot parasol;blue dot parasol;Wolkenschirm;parasol mar;parasol mar;parapluie à pois bleu;parapluie à pois bleu;parasole bolle blu;blauwe parasol met stippen;蓝色点点雨伞;藍色圓點雨傘;あおいみずたまのかさ;파란 물방울 우산;синий зонт в горох
Umbrella_09957;beach umbrella;beach umbrella;Strandschirm;paraguas playa;paraguas playa;parapluie de plage;parapluie de plage;ombrello da mare;strandbalparaplu;沙滩伞;沙灘傘;ビーチなかさ;해변가 우산;пляжный зонт
Umbrella_09958;red umbrella;red umbrella;Rubinschirm;paraguas rojo;paraguas rojo;parapluie rouge;parapluie rouge;ombrello rosso;rode paraplu;红色纯色雨伞;紅色無圖案雨傘;あかいむじのかさ;빨간 우산;красный зонт
Umbrella_09959;blue umbrella;blue umbrella;Aquaschirm;paraguas azul;paraguas azul;parapluie bleu;parapluie bleu;ombrello blu;blauwe paraplu;蓝色纯色雨伞;藍色無圖案雨傘;あおいむじのかさ;파란 우산;синий зонт
Umbrella_09960;green umbrella;green umbrella;Smaragdschirm;paraguas verde;paraguas verde;parapluie vert;parapluie vert;ombrello verde;groene paraplu;绿色纯色雨伞;綠色無圖案雨傘;みどりのむじのかさ;초록 우산;зеленый зонт
Umbrella_12133;purple shiny-bows parasol;purple shiny-bows parasol;Lila-Niedlich-Schirm;parasol muñequita lila;parasol muñequita morado;ombrelle à rubans violette;ombrelle à rubans mauve;parasole bambolina viola;paarse strikjesparasol;紫色洛丽塔雨伞;紫色蘿莉塔雨傘;パープルのロリータがさ;퍼플 리본 레이스 우산;зонт с фиолет. бантиками
Umbrella_12134;blue shiny-bows parasol;blue shiny-bows parasol;Blau-Niedlich-Schirm;parasol muñequita azul;parasol muñequita azul;ombrelle à rubans bleue;ombrelle à rubans bleue;parasole bambolina blu;blauwe strikjesparasol;蓝色洛丽塔雨伞;藍色蘿莉塔雨傘;ブルーのロリータがさ;블루 리본 레이스 우산;зонт с синими бантиками
Umbrella_12135;white shiny-bows parasol;white shiny-bows parasol;Weiß-Niedlich-Schirm;parasol muñequita blanco;parasol muñequita blanco;ombrelle à rubans blanche;ombrelle à rubans blanche;parasole bambolina bianco;witte strikjesparasol;白色洛丽塔雨伞;白色蘿莉塔雨傘;ホワイトのロリータがさ;화이트 리본 레이스 우산;зонт с белыми бантиками
Umbrella_12136;green chic umbrella;green chic umbrella;Grün-Klassikschirm;parasol gótico verde;parasol gótico verde;ombrelle chic verte;ombrelle chic verte;ombrello verde chic;groene chique paraplu;绿色典雅雨伞;綠色典雅雨傘;みどりのシックなかさ;초록 시크 우산;шикарный зеленый зонт
Umbrella_12137;black chic umbrella;black chic umbrella;Schwarz-Klassikschirm;parasol gótico negro;parasol gótico negro;ombrelle chic noire;ombrelle chic noire;ombrello nero chic;zwarte chique paraplu;黑色典雅雨伞;黑色典雅雨傘;くろいシックなかさ;검정 시크 우산;шикарный черный зонт
Umbrella_12138;red chic umbrella;red chic umbrella;Rot-Klassikschirm;parasol gótico rojo;parasol gótico rojo;ombrelle chic rouge;ombrelle chic rouge;ombrello rosso chic;rode chique paraplu;红色典雅雨伞;紅色典雅雨傘;あかいシックなかさ;빨간 시크 우산;шикарный красный зонт
