label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
FishToy_06951;blowfish model;blowfish model;Kugelfischmodell;figura de pez globo;figura de pez globo;modèle de poisson-ballon;modèle de poisson-globe;replica di pesce palla;modelkogelvis;河豚模型;河豚模型;フグのもけい;복어 모형;модель бурого скалозуба
FishToy_06952;gar model;gar model;Knochenhechtmodell;figura de pez caimán;figura de pez caimán;modèle de gar;modèle de gar;replica di luccio;modelkaaimansnoek;雀鳝模型;雀鱔模型;ガーのもけい;가아 모형;модель панцирной щуки
FishToy_06953;golden trout model;golden trout model;Goldforellenmodell;figura de trucha dorada;figura de trucha dorada;modèle de truite dorée;modèle de truite dorée;replica di trota dorata;modelgoudforel;金鳟模型;金鱒模型;ゴールデントラウトのもけい;금송어 모형;модель золотой форели
FishToy_06954;guppy model;guppy model;Guppymodell;figura de gupi;figura de gupi;modèle de guppy;modèle de guppy;replica di guppy;modelguppy;孔雀鱼模型;孔雀魚模型;グッピーのもけい;구피 모형;модель гуппи
FishToy_06955;ribbon eel model;ribbon eel model;Nasenmuränenmodell;figura de anguila listón azul;figura de anguila listón azul;modèle de murène ruban;mod. murène ruban bleue;replica di murena a nastro;modellintmurene;五彩鳗模型;五彩鰻模型;ハナヒゲウツボのもけい;리본장어 모형;модель носатой мурены
FishToy_06956;puffer fish model;puffer fish model;Igelfischmodell;figura de pez erizo;figura de pez erizo;modèle poisson-porc-épic;modèle poisson-porc-épic;replica di pesce istrice;modelegelvis;刺豚模型;刺河豚模型;ハリセンボンのもけい;가시복 모형;модель ежа-рыбы
FishToy_06957;olive flounder model;olive flounder model;Flundermodell;figura de rodaballo;figura de rodaballo;modèle de cardeau;modèle de cardeau;replica di sogliola;modelbot;比目鱼模型;比目魚模型;ヒラメのもけい;넙치 모형;модель ложного палтуса
FishToy_06958;squid model;squid model;Kalmarmodell;figura de calamar;figura de calamar;modèle de calmar;modèle de calmar;replica di calamaro;modelpijlinktvis;鱿鱼模型;魷魚模型;イカのもけい;오징어 모형;модель кальмара
FishToy_06959;barred knifejaw model;barred knifejaw model;Schnabelbarschmodell;figura de dorada japonesa;figura de dorada japonesa;modèle de scarus;modèle de scarus;replica di ishidai;modelkraaibek;条石鲷模型;條石鯛模型;イシダイのもけい;돌돔 모형;модель полосат. оплегната
FishToy_06960;stringfish model;stringfish model;Huchenmodell;figura de taimén;figura de taimén;modèle de dai yu;modèle de dai yu;replica di taimen;model-Donauzalm;远东哲罗鱼模型;遠東哲羅魚模型;イトウのもけい;일본연어 모형;модель тайменя
FishToy_06961;whale shark model;whale shark model;Walhaimodell;figura de tiburón ballena;figura de tiburón ballena;modèle de requin-baleine;modèle de requin-baleine;replica di squalo balena;modelwalvishaai;鲸鲨模型;鯨鯊模型;ジンベエザメのもけい;고래상어 모형;модель китовой акулы
FishToy_06962;frog model;frog model;Froschmodell;figura de rana;figura de rana;modèle de grenouille;modèle de grenouille;replica di rana;modelkikker;青蛙模型;青蛙模型;カエルのもけい;개구리 모형;модель лягушки
FishToy_06963;blue marlin model;blue marlin model;Marlinmodell;figura de pez espada;figura de pez espada;modèle de marlin bleu;modèle de marlin bleu;replica di marlin blu;model-blauwe-marlijn;旗鱼模型;旗魚模型;カジキのもけい;청새치 모형;модель голубого марлина
FishToy_06964;snapping turtle model;snapping turtle model;Schnappschildkr.-Modell;figura tortuga mordedora;figura tortuga mordedora;modèle tortue serpentine;modèle tortue serpentine;repl. tartaruga azzannatrice;modelbijtschildpad;拟鳄龟模型;擬鱷龜模型;カミツキガメのもけい;늑대거북 모형;модель кайман. черепахи
FishToy_06965;dab model;dab model;Klieschenmodell;figura de gallo;figura de gallo;modèle de limande;modèle de limande;replica di platessa;modelschar;鲽鱼模型;鰈魚模型;カレイのもけい;가자미 모형;модель камбалы
FishToy_06978;king salmon model;king salmon model;Königslachsmodell;figura de salmón real;figura de salmón real;modèle de saumon roi;modèle de saumon royal;replica di salmone reale;modelchinookzalm;帝王鲑模型;帝王鮭模型;キングサーモンのもけい;왕연어 모형;модель чавычи
FishToy_06979;suckerfish model;suckerfish model;Schiffshaltermodell;figura de rémora;figura de rémora;modèle de rémora rayé;modèle de rémora rayé;replica di remora;modelzuigvis;吸盘鱼模型;吸盤魚模型;コバンザメのもけい;빨판상어 모형;модель прилипалы
FishToy_06980;carp model;carp model;Karpfenmodell;figura de carpa;figura de carpa;modèle de carpe;modèle de carpe;replica di carpa;modelkarper;鲤鱼模型;鯉魚模型;コイのもけい;잉어 모형;модель сазана
FishToy_06981;clown fish model;clown fish model;Anemonenfischmodell;figura de pez payaso;figura de pez payaso;modèle de poisson-clown;modèle de poisson-clown;replica di pesce pagliaccio;modelclownvis;小丑鱼模型;小丑魚模型;クマノミのもけい;흰동가리 모형;модель рыбы-клоуна
FishToy_06982;sea butterfly model;sea butterfly model;See-Engel-Modell;figura de mariposa marina;figura de mariposa marina;modèle de clione;modèle de papillon de mer;replica di cavolinia;modelzeevlinder;海天使模型;海天使模型;クリオネのもけい;클리오네 모형;модель морского ангела
FishToy_06983;tuna model;tuna model;Thunfischmodell;figura de atún;figura de atún;modèle de thon;modèle de thon;replica di tonno;modeltonijn;鲔鱼模型;鮪魚模型;マグロのもけい;다랑어 모형;модель тунца
FishToy_06984;ocean sunfish model;ocean sunfish model;Mondfischmodell;figura de pez luna;figura de pez luna;modèle de lune de mer;modèle de poisson-lune;replica di pesce luna;modelklompvis;翻车鱼模型;翻車魚模型;マンボウのもけい;개복치 모형;модель луны-рыбы
FishToy_06985;killifish model;killifish model;Killifischmodell;figura de killi;figura de killi;modèle de fondule barré;modèle de fondule barré;replica di killifish;modelkillivis;稻田鱼模型;稻田魚模型;メダカのもけい;송사리 모형;модель оризии
FishToy_06987;catfish model;catfish model;Katzenwelsmodell;figura de siluro;figura de siluro;modèle de silure;modèle de barbotte;replica di pesce gatto;modelmeerval;鲶鱼模型;鯰魚模型;ナマズのもけい;메기 모형;модель сома
FishToy_06988;surgeonfish model;surgeonfish model;Paletten-Doktorf.-Modell;figura de pez cirujano;figura de pez cirujano;modèle poisson chirurgien;modèle poisson-chirurgien;replica di pesce chirurgo;modeldoktersvis;拟刺尾鲷模型;擬刺尾鯛模型;ナンヨウハギのもけい;블루탱 모형;модель флагового хирурга
FishToy_06989;Napoleonfish model;Napoleonfish model;Napolenfischmodell;figura de pez napoleón;figura de pez napoleón;modèle de napoléon;modèle de napoléon;replica di pesce napoleone;modelnapoleonvis;苏眉鱼模型;蘇眉魚模型;ナポレオンフィッシュのもけい;나폴레옹피시 모형;модель рыбы-наполеона
FishToy_06990;neon tetra model;neon tetra model;Neonsalmlermodell;figura de tetra neón;figura de tetra neón;modèle de néon bleu;modèle de néon bleu;replica di pesce neon;modelneontetra;霓虹灯鱼模型;霓虹燈魚模型;ネオンテトラのもけい;네온테트라 모형;модель голубого неона
FishToy_06991;koi model;koi model;Koi-Karpfen-Modell;figura de koi;figura de koi;modèle de carpe koï;modèle de carpe koï;replica di koi;modelkoikarper;锦鲤模型;錦鯉模型;ニシキゴイのもけい;비단잉어 모형;модель карпа кои
FishToy_06999;anchovy model;anchovy model;Sardellenmodell;figura de boquerón;figura de boquerón;modèle d'anchois;modèle d'anchois;replica di acciuga;modelansjovis;凤尾鱼模型;鳳尾魚模型;アンチョビのもけい;멸치 모형;модель хамсы
FishToy_07000;pale chub model;pale chub model;Döbelmodell;figura de cacho;figura de cacho;modèle de chevaine;modèle de chevaine;replica di zacco;model-Japanse-drakenvis;溪哥模型;溪哥模型;オイカワのもけい;피라미 모형;модель светлого закко
FishToy_07001;tadpole model;tadpole model;Kaulquappenmodell;figura de renacuajo;figura de renacuajo;modèle de têtard;modèle de têtard;replica di girino;modelkikkervisje;蝌蚪模型;蝌蚪模型;オタマジャクシのもけい;올챙이 모형;модель головастика
FishToy_07002;saw shark model;saw shark model;Sägehaimodell;figura de pez sierra;figura de pez sierra;modèle de requin scie;modèle de requin-scie;replica di squalo sega;modelzaaghaai;锯鲨模型;鋸鯊模型;ノコギリザメのもけい;톱상어 모형;модель акулы-пилоноса
FishToy_07003;char model;char model;Saiblingsmodell;figura de trucha;figura de trucha;modèle d'omble;modèle d'omble;replica di salmerino alpino;modelbronforel;花羔红点鲑模型;花羔紅點鮭模型;オオイワナのもけい;열목어 모형;модель гольца
FishToy_07004;pike model;pike model;Hechtmodell;figura de lucio;figura de lucio;modèle de brochet;modèle de brochet;replica di luccio nordico;modelsnoek;白斑狗鱼模型;白斑狗魚模型;パイクのもけい;강꼬치고기 모형;модель щуки
FishToy_07005;piranha model;piranha model;Piranhamodell;figura de piraña;figura de piraña;modèle de piranha;modèle de piranha;replica di pesce piranha;modelpiranha;食人鱼模型;食人魚模型;ピラニアのもけい;피라니아 모형;модель пираньи
FishToy_07006;arapaima model;arapaima model;Arapaimamodell;figura de pirarucú;figura de pirarucú;modèle d'arapaïma;modèle d'arapaïma;replica di pirarucù;modelarapaima;巨骨舌鱼模型;巨骨舌魚模型;ピラルクのもけい;피라루쿠 모형;модель арапаимы
FishToy_07007;giant snakehead model;giant snakehead model;Schlangenkopfmodell;figura pez cabeza serpiente;figura pez cabeza serpiente;modèle de tête-de-serpent;modèle de tête-de-serpent;replica di pesce serpente;model-rode-slangenkopvis;黑鱼模型;鱧魚模型;ライギョのもけい;가물치 모형;модель змееголова
FishToy_07008;rainbowfish model;rainbowfish model;Regenbogenfischmodell;figura de pez arcoíris;figura de pez arcoíris;modèle poisson arc-en-ciel;modèle poisson-arc-en-ciel;replica di pesce arcobaleno;modelregenboogvis;彩虹鱼模型;彩虹魚模型;レインボーフィッシュのもけい;레인보우피시 모형;модель радужницы
FishToy_07009;ranchu goldfish model;ranchu goldfish model;Ranchumodell;figura de ranchú;figura de ranchú;modèle de ranchu;modèle de ranchu;replica di ranchu;modelbuffelrug;兰寿金鱼模型;蘭壽金魚模型;ランチュウのもけい;난주 모형;модель ранчу
FishToy_07010;giant trevally model;giant trevally model;Stachelmakrelenmodell;figura de jurel gigante;figura de jurel gigante;modèle de carangue;modèle de carangue;replica di carango gigante;modelreuzenhorsmakreel;白面弄鱼模型;浪人鰺模型;ロウニンアジのもけい;무명갈전갱이 모형;модель гигантск. каранкса
FishToy_07011;oarfish model;oarfish model;Riemenfischmodell;figura de pez remo;figura de pez remo;modèle de poisson-ruban;modèle de poisson-ruban;replica di pesce remo;modelriemvis;皇带鱼模型;皇帶魚模型;リュウグウノツカイのもけい;산갈치 모형;модель сельдяного короля
FishToy_07012;salmon model;salmon model;Lachsmodell;figura de salmón;figura de salmón;modèle de saumon;modèle de saumon;replica di salmone;modelzalm;鲑鱼模型;鮭魚模型;サケのもけい;연어 모형;модель лосося
FishToy_07013;great white shark model;great white shark model;Haimodell;figura de tiburón;figura de tiburón;modèle grand requin blanc;modèle grand requin blanc;replica di squalo bianco;model-witte-haai;鲨鱼模型;鯊魚模型;サメのもけい;상어 모형;модель акулы
FishToy_07014;mahi-mahi model;mahi-mahi model;Goldmakrelenmodell;figura de lampuga;figura de lampuga;modèle de coryphène;modèle de mahi mahi;replica di lampuga;modelgoudmakreel;鬼头刀模型;鬼頭刀模型;シイラのもけい;만새기 모형;модель корифены
FishToy_07015;hammerhead shark model;hammerhead shark model;Hammerhaimodell;figura de pez martillo;figura de pez martillo;modèle de requin marteau;modèle de requin-marteau;replica di pesce martello;modelhamerhaai;双髻鲨模型;雙髻鯊模型;シュモクザメのもけい;귀상어 모형;модель рыбы-молота
FishToy_07016;coelacanth model;coelacanth model;Quastenflossermodell;figura de celacanto;figura de celacanto;modèle de cœlacanthe;modèle de cœlacanthe;replica di celacanto;modelcoelacant;矛尾鱼模型;矛尾魚模型;シーラカンスのもけい;실러캔스 모형;модель латимерии
FishToy_07017;soft-shelled turtle model;soft-shelled turtle model;Weichschildkrötenmodell;figura tortuga capar. blando;figura tortuga capar. blando;modèle de tortue trionyx;modèle de tortue trionyx;replica di apalone ferox;modelweekschildpad;鳖模型;鱉模型;スッポンのもけい;자라 모형;модель трионикса
FishToy_07018;sea bass model;sea bass model;Seebarschmodell;figura de lubina;figura de lubina;modèle de bar commun;modèle de bar commun;replica di spigola;modelzeebaars;鲈鱼模型;鱸魚模型;スズキのもけい;농어 모형;модель морского судака
FishToy_07019;mitten crab model;mitten crab model;Wollhandkrabbenmodell;figura cangrejo de Shangái;figura cangrejo de Shangái;modèle de crabe chinois;modèle de crabe chinois;replica di granchio guantato;modelwolhandkrab;中华绒螯蟹模型;中華絨螯蟹模型;シャンハイガニのもけい;참게 모형;модель мохнорукого краба
FishToy_07020;red snapper model;red snapper model;Kaiserschnappermodell;figura de pargo rojo;figura de pargo rojo;modèle de vivaneau;modèle de vivaneau;replica di lutiano rosso;model-rode-snapper;鲷鱼模型;鯛魚模型;タイのもけい;도미 모형;модель красного луциана
FishToy_07021;sea horse model;sea horse model;Seepferdchenmodell;figura de caballito de mar;figura de caballito de mar;modèle d'hippocampe;modèle d'hippocampe;replica di ippocampo;modelzeepaardje;海马模型;海馬模型;タツノオトシゴのもけい;해마 모형;модель морского конька
FishToy_07022;tilapia model;tilapia model;Tilapiamodell;figura de tilapia;figura de tilapia;modèle de tilapia;modèle de tilapia;replica di tilapia;modeltilapia;吴郭鱼模型;吳郭魚模型;ティラピアのもけい;틸라피아 모형;модель тилапии
FishToy_07023;sturgeon model;sturgeon model;Störmodell;figura de esturión;figura de esturión;modèle d'esturgeon;modèle d'esturgeon;replica di storione;modelsteur;鲟鱼模型;鱘魚模型;チョウザメのもけい;철갑상어 모형;модель осетра
FishToy_07024;dace model;dace model;Haselmodell;figura de leucisco;figura de leucisco;modèle de vandoise;modèle de vandoise;replica di lasca;modelserpeling;雅罗鱼模型;珠星三塊魚模型;ウグイのもけい;황어 모형;модель ельца
FishToy_07025;moray eel model;moray eel model;Muränenmodell;figura de morena;figura de morena;modèle de murène;modèle de murène;replica di murena;modelmurene;裸胸鳝模型;裸胸鱔模型;ウツボのもけい;곰치 모형;модель мурены
FishToy_07026;pond smelt model;pond smelt model;Stintmodell;figura de eperlano;figura de eperlano;modèle d'éperlan;modèle d'éperlan;replica di pingo;modelspiering;西太公鱼模型;西太公魚模型;ワカサギのもけい;빙어 모형;модель малой корюшки
FishToy_07027;cherry salmon model;cherry salmon model;Masulachsmodell;figura de salmón japonés;figura de salmón japonés;modèle de saumon masou;modèle de saumon masou;replica salmone giapponese;model-Japanse-zalm;樱花钩吻鲑模型;櫻花鉤吻鮭模型;ヤマメのもけい;산천어 모형;модель симы
FishToy_07028;yellow perch model;yellow perch model;Flussbarschmodell;figura de perca amarilla;figura de perca amarilla;modèle de perche jaune;modèle de perche jaune;replica di perca dorata;model-gele-baars;黄鲈鱼模型;黃鱸魚模型;イエローパーチのもけい;옐로우퍼치 모형;модель желтого окуня
FishToy_07029;crawfish model;crawfish model;Flusskrebsmodell;figura de cangrejo de río;figura de cangrejo de río;modèle d'écrevisse;modèle d'écrevisse;replica di gambero;model-rode-rivierkreeft;淡水龙虾模型;淡水龍蝦模型;ザリガニのもけい;가재 모형;модель рака
FishToy_07836;zebra turkeyfish model;zebra turkeyfish model;Rotfeuerfischmodell;figura de pez león;figura de pez león;modèle poisson-scorpion;modèle poisson-scorpion;replica di leone zebrato;modelkoraalduivel;狮子鱼模型;獅子魚模型;ミノカサゴのもけい;쏠배감펭 모형;модель крылатки
FishToy_07837;dorado model;dorado model;Lachssalmlermodell;figura de dorado;figura de dorado;modèle de dorado;modèle de dorade;replica di dorado;modeldorado;黄金河虎模型;黃金河虎模型;ドラドのもけい;도라도 모형;модель дорадо
